filepath,category,width,height
dataset/train/tops/top_0141_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0364.jpeg,tops,480,640
dataset/train/tops/top_0221.jpeg,tops,480,640
dataset/train/tops/top_0034_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0209_augmented_0.jpeg,tops,640,360
dataset/train/tops/top_0237_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0199_augmented_2.jpeg,tops,360,640
dataset/train/tops/top_0432_augmented_0.jpeg,tops,481,640
dataset/train/tops/top_0535_augmented_0.jpeg,tops,360,640
dataset/train/tops/top_0108.jpeg,tops,480,640
dataset/train/tops/top_0133_augmented_0.jpeg,tops,446,595
dataset/train/tops/top_0498_augmented_2.jpeg,tops,640,360
dataset/train/tops/top_0330_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0440_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0245_augmented_2.jpeg,tops,640,360
dataset/train/tops/top_0078_augmented_2.jpeg,tops,512,683
dataset/train/tops/top_0046_augmented_2.jpeg,tops,706,397
dataset/train/tops/top_0124_augmented_2.jpeg,tops,360,640
dataset/train/tops/top_0319_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0327_augmented_2.jpeg,tops,360,640
dataset/train/tops/top_0372.jpeg,tops,480,640
dataset/train/tops/top_0089_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0522_augmented_2.jpeg,tops,569,757
dataset/train/tops/top_0252_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0051_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0469_augmented_0.jpeg,tops,481,640
dataset/train/tops/top_0237.jpeg,tops,480,640
dataset/train/tops/top_0457_augmented_0.jpeg,tops,640,360
dataset/train/tops/top_0355_augmented_0.jpeg,tops,394,526
dataset/train/tops/top_0168_augmented_0.jpeg,tops,640,360
dataset/train/tops/top_0156_augmented_0.jpeg,tops,543,722
dataset/train/tops/top_0425_augmented_2.jpeg,tops,640,360
dataset/train/tops/top_0023_augmented_2.jpeg,tops,481,640
dataset/train/tops/top_0220_augmented_2.jpeg,tops,403,717
dataset/train/tops/top_0145_augmented_3.jpeg,tops,640,360
dataset/train/tops/top_0378_augmented_3.jpeg,tops,411,548
dataset/train/tops/top_0346_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0543_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0325.jpeg,tops,480,640
dataset/train/tops/top_0260.jpeg,tops,480,640
dataset/train/tops/top_0233_augmented_1.jpeg,tops,593,333
dataset/train/tops/top_0030_augmented_1.jpeg,tops,503,670
dataset/train/tops/top_0408_augmented_1.jpeg,tops,502,670
dataset/train/tops/top_0436_augmented_1.jpeg,tops,640,360
dataset/train/tops/top_0299_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0519.jpeg,tops,480,640
dataset/train/tops/top_0149.jpeg,tops,360,640
dataset/train/tops/top_0531_augmented_1.jpeg,tops,455,606
dataset/train/tops/top_0334_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0109_augmented_1.jpeg,tops,440,587
dataset/train/tops/top_0137_augmented_1.jpeg,tops,499,664
dataset/train/tops/top_0444_augmented_3.jpeg,tops,640,360
dataset/train/tops/top_0042_augmented_3.jpeg,tops,439,585
dataset/train/tops/top_0241_augmented_3.jpeg,tops,497,663
dataset/train/bottoms/bottom_0308_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0135_augmented_0.jpeg,bottoms,288,512
dataset/train/bottoms/bottom_0336_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0533_augmented_0.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0098_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0243_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0208.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0040_augmented_2.jpeg,bottoms,439,585
dataset/train/bottoms/bottom_0478_augmented_2.jpeg,bottoms,303,538
dataset/train/bottoms/bottom_0446_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0121.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0541_augmented_2.jpeg,bottoms,501,668
dataset/train/bottoms/bottom_0179_augmented_2.jpeg,bottoms,415,553
dataset/train/bottoms/bottom_0344_augmented_2.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0147_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0434_augmented_0.jpeg,bottoms,546,728
dataset/train/bottoms/bottom_0064.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0032_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0231_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0434.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0369_augmented_1.jpeg,bottoms,562,748
dataset/train/bottoms/bottom_0154_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0357_augmented_1.jpeg,bottoms,486,648
dataset/train/bottoms/bottom_0222_augmented_3.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0021_augmented_3.jpeg,bottoms,599,798
dataset/train/bottoms/bottom_0419_augmented_3.jpeg,bottoms,598,551
dataset/train/bottoms/bottom_0427_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0288_augmented_1.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0520_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0118_augmented_3.jpeg,bottoms,590,787
dataset/train/bottoms/bottom_0526.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0325_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0126_augmented_3.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0176.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0455_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0033.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0053_augmented_1.jpeg,bottoms,572,763
dataset/train/bottoms/bottom_0250_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0332_augmented_1.jpeg,bottoms,432,576
dataset/train/bottoms/bottom_0131_augmented_1.jpeg,bottoms,601,800
dataset/train/bottoms/bottom_0509_augmented_1.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0537_augmented_1.jpeg,bottoms,574,763
dataset/train/bottoms/bottom_0279_augmented_3.jpeg,bottoms,481,642
dataset/train/bottoms/bottom_0044_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0249.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0247_augmented_3.jpeg,bottoms,538,718
dataset/train/bottoms/bottom_0442_augmented_3.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0160.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0530.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0143_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0340_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0398_augmented_3.jpeg,bottoms,373,640
dataset/train/bottoms/bottom_0430_augmented_1.jpeg,bottoms,407,724
dataset/train/bottoms/bottom_0008_augmented_1.jpeg,bottoms,309,549
dataset/train/bottoms/bottom_0235_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0025.jpeg,bottoms,520,640
dataset/train/bottoms/bottom_0475.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0036_augmented_1.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0353_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0150_augmented_0.jpeg,bottoms,386,515
dataset/train/bottoms/bottom_0218_augmented_2.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0025_augmented_2.jpeg,bottoms,455,560
dataset/train/bottoms/bottom_0226_augmented_2.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0423_augmented_2.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0188_augmented_0.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0524_augmented_2.jpeg,bottoms,329,586
dataset/train/bottoms/bottom_0489_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0122_augmented_2.jpeg,bottoms,568,757
dataset/train/bottoms/bottom_0137.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0321_augmented_2.jpeg,bottoms,525,700
dataset/train/bottoms/bottom_0422.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0451_augmented_0.jpeg,bottoms,481,641
dataset/train/bottoms/bottom_0072.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0069_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0254_augmented_0.jpeg,bottoms,557,743
dataset/train/bottoms/bottom_0057_augmented_0.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0090_augmented_0.jpeg,bottoms,533,711
dataset/train/bottoms/bottom_0293_augmented_0.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0505_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0300_augmented_2.jpeg,bottoms,517,690
dataset/train/bottoms/bottom_0496_augmented_0.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0265.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0103_augmented_2.jpeg,bottoms,400,533
dataset/train/bottoms/bottom_0320.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0470_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0076_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0275_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0048_augmented_0.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0171_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0459.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0372_augmented_0.jpeg,bottoms,420,747
dataset/train/bottoms/bottom_0009.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0089.jpg,bottoms,600,800
dataset/train/bottoms/bottom_0207_augmented_2.jpeg,bottoms,609,812
dataset/train/bottoms/bottom_0004_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0239_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0197_augmented_0.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0394_augmented_0.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0402_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0398.jpeg,bottoms,373,640
dataset/train/bottoms/bottom_0232.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0361_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0162_augmented_3.jpeg,bottoms,562,748
dataset/train/bottoms/bottom_0274.jpg,bottoms,600,800
dataset/train/bottoms/bottom_0411_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0387_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0184_augmented_3.jpeg,bottoms,417,555
dataset/train/bottoms/bottom_0512.jpg,bottoms,600,800
dataset/train/bottoms/bottom_0017_augmented_1.jpeg,bottoms,429,571
dataset/train/bottoms/bottom_0506.jpg,bottoms,600,800
dataset/train/bottoms/bottom_0214_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0377.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0029_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0110_augmented_1.jpeg,bottoms,640,481
dataset/train/bottoms/bottom_0485_augmented_3.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0313_augmented_1.jpeg,bottoms,589,785
dataset/train/bottoms/bottom_0516_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0280_augmented_3.jpeg,bottoms,437,583
dataset/train/bottoms/bottom_0528_augmented_1.jpeg,bottoms,485,647
dataset/train/bottoms/bottom_0083_augmented_3.jpeg,bottoms,640,481
dataset/train/bottoms/bottom_0266_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0065_augmented_3.jpeg,bottoms,640,481
dataset/train/bottoms/bottom_0258_augmented_3.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0463_augmented_3.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0501_augmented_3.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0297_augmented_1.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0094_augmented_1.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0107_augmented_3.jpeg,bottoms,410,547
dataset/train/bottoms/bottom_0224.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0492_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0304_augmented_3.jpeg,bottoms,640,481
dataset/train/bottoms/bottom_0328.jpg,bottoms,376,467
dataset/train/bottoms/bottom_0139_augmented_3.jpeg,bottoms,508,678
dataset/train/bottoms/bottom_0361.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0474_augmented_1.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0271_augmented_1.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0072_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0418.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0376_augmented_1.jpeg,bottoms,491,653
dataset/train/bottoms/bottom_0048.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0175_augmented_1.jpeg,bottoms,390,521
dataset/train/bottoms/bottom_0348_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0203_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0406_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0390_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0438_augmented_3.jpeg,bottoms,645,485
dataset/train/bottoms/bottom_0193_augmented_1.jpeg,bottoms,650,867
dataset/train/bottoms/bottom_0273.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0166_augmented_2.jpeg,bottoms,525,700
dataset/train/bottoms/bottom_0365_augmented_2.jpeg,bottoms,677,509
dataset/train/bottoms/bottom_0158_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0180_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0383_augmented_2.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0415_augmented_0.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0210_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0013_augmented_0.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0336.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0317_augmented_0.jpeg,bottoms,508,678
dataset/train/bottoms/bottom_0481_augmented_2.jpeg,bottoms,459,612
dataset/train/bottoms/bottom_0114_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0329_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0087_augmented_2.jpeg,bottoms,529,706
dataset/train/bottoms/bottom_0284_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0512_augmented_0.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0061_augmented_2.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0262_augmented_2.jpeg,bottoms,422,563
dataset/train/bottoms/bottom_0467_augmented_2.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0459_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0449_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0477_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0087.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0272_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0071_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0438.jpeg,bottoms,640,481
dataset/train/bottoms/bottom_0502_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0294_augmented_3.jpeg,bottoms,361,403
dataset/train/bottoms/bottom_0068.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0097_augmented_3.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0339_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0104_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0491_augmented_3.jpeg,bottoms,601,801
dataset/train/bottoms/bottom_0307_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0341.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0003_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0200_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0405_augmented_1.jpeg,bottoms,506,674
dataset/train/bottoms/bottom_0393_augmented_3.jpeg,bottoms,565,754
dataset/train/bottoms/bottom_0190_augmented_3.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0148_augmented_3.jpeg,bottoms,485,646
dataset/train/bottoms/bottom_0375_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0176_augmented_3.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0204.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0183_augmented_0.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0428_augmented_2.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0480.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0380_augmented_0.jpeg,bottoms,526,700
dataset/train/bottoms/bottom_0416_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0213_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0010_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0358_augmented_0.jpeg,bottoms,548,731
dataset/train/bottoms/bottom_0165_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0195.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0366_augmented_0.jpeg,bottoms,536,715
dataset/train/bottoms/bottom_0062_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0261_augmented_0.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0464_augmented_0.jpeg,bottoms,532,709
dataset/train/bottoms/bottom_0316.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0129_augmented_2.jpeg,bottoms,306,544
dataset/train/bottoms/bottom_0314_augmented_2.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0482_augmented_0.jpeg,bottoms,410,547
dataset/train/bottoms/bottom_0253.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0117_augmented_2.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0084_augmented_0.jpeg,bottoms,468,623
dataset/train/bottoms/bottom_0287_augmented_0.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0511_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0473_augmented_2.jpeg,bottoms,463,617
dataset/train/bottoms/bottom_0248_augmented_2.jpeg,bottoms,503,670
dataset/train/bottoms/bottom_0075_augmented_2.jpeg,bottoms,472,629
dataset/train/bottoms/bottom_0496.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0276_augmented_2.jpeg,bottoms,405,720
dataset/train/bottoms/bottom_0093_augmented_2.jpeg,bottoms,485,647
dataset/train/bottoms/bottom_0479.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0538_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0183.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0029.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0290_augmented_2.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0506_augmented_0.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0303_augmented_0.jpeg,bottoms,547,730
dataset/train/bottoms/bottom_0495_augmented_2.jpeg,bottoms,593,446
dataset/train/bottoms/bottom_0100_augmented_0.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0300.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0039_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0204_augmented_0.jpeg,bottoms,396,704
dataset/train/bottoms/bottom_0007_augmented_0.jpeg,bottoms,482,643
dataset/train/bottoms/bottom_0194_augmented_2.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0397_augmented_2.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0401_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0172_augmented_2.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0371_augmented_2.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0245.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0412_augmented_3.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0384_augmented_1.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0187_augmented_1.jpeg,bottoms,440,586
dataset/train/bottoms/bottom_0091.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0229_augmented_3.jpeg,bottoms,313,557
dataset/train/bottoms/bottom_0014_augmented_3.jpeg,bottoms,323,574
dataset/train/bottoms/bottom_0217_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0362_augmented_1.jpeg,bottoms,465,620
dataset/train/bottoms/bottom_0161_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0058_augmented_1.jpeg,bottoms,385,514
dataset/train/bottoms/bottom_0265_augmented_1.jpeg,bottoms,535,713
dataset/train/bottoms/bottom_0066_augmented_1.jpeg,bottoms,425,756
dataset/train/bottoms/bottom_0460_augmented_1.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0357.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0113_augmented_3.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0212.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0486_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0310_augmented_3.jpeg,bottoms,388,518
dataset/train/bottoms/bottom_0515_augmented_3.jpeg,bottoms,331,590
dataset/train/bottoms/bottom_0283_augmented_1.jpeg,bottoms,458,610
dataset/train/bottoms/bottom_0080_augmented_1.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0047_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0244_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0079_augmented_1.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0441_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0005.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0455.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0140.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0331_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0510.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0132_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0499_augmented_1.jpeg,bottoms,387,688
dataset/train/bottoms/bottom_0534_augmented_3.jpeg,bottoms,561,749
dataset/train/bottoms/bottom_0198_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0269.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0433_augmented_3.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0236_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0035_augmented_3.jpeg,bottoms,393,524
dataset/train/bottoms/bottom_0208_augmented_3.jpeg,bottoms,423,565
dataset/train/bottoms/bottom_0286.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0140_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0343_augmented_1.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0402.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0026_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0225_augmented_0.jpeg,bottoms,526,700
dataset/train/bottoms/bottom_0052.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0018_augmented_0.jpeg,bottoms,345,613
dataset/train/bottoms/bottom_0420_augmented_0.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0388_augmented_2.jpeg,bottoms,748,562
dataset/train/bottoms/bottom_0350_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0153_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0117.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0452_augmented_2.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0257_augmented_2.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0054_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0394.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0269_augmented_2.jpeg,bottoms,459,612
dataset/train/bottoms/bottom_0527_augmented_0.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0519_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0121_augmented_0.jpeg,bottoms,423,564
dataset/train/bottoms/bottom_0322_augmented_0.jpeg,bottoms,600,800
dataset/train/bottoms/bottom_0240_augmented_0.jpeg,bottoms,428,760
dataset/train/bottoms/bottom_0043_augmented_0.jpeg,bottoms,405,540
dataset/train/bottoms/bottom_0044.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0445_augmented_0.jpeg,bottoms,519,692
dataset/train/bottoms/bottom_0414.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0136_augmented_2.jpeg,bottoms,416,554
dataset/train/bottoms/bottom_0101.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0335_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0108_augmented_2.jpeg,bottoms,541,721
dataset/train/bottoms/bottom_0530_augmented_2.jpeg,bottoms,552,736
dataset/train/bottoms/bottom_0298_augmented_0.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0437_augmented_2.jpeg,bottoms,481,642
dataset/train/bottoms/bottom_0382.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0031_augmented_2.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0232_augmented_2.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0347_augmented_0.jpeg,bottoms,434,579
dataset/train/bottoms/bottom_0144_augmented_0.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0379_augmented_0.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0221_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0443.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0013.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0022_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0424_augmented_1.jpeg,bottoms,432,576
dataset/train/bottoms/bottom_0157_augmented_3.jpeg,bottoms,527,702
dataset/train/bottoms/bottom_0354_augmented_3.jpeg,bottoms,360,640
dataset/train/bottoms/bottom_0169_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0456_augmented_3.jpeg,bottoms,481,640
dataset/train/bottoms/bottom_0468_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0050_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0253_augmented_3.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0088_augmented_3.jpeg,bottoms,447,597
dataset/train/bottoms/bottom_0523_augmented_1.jpeg,bottoms,480,640
dataset/train/bottoms/bottom_0290.jpeg,bottoms,360,640
